# V18 4000句训练数据 (自动生成)
# 格式: 编号 | 词:角色 词:角色 ...

388|属性:subj 说明:verb 官员:obj
3890|考生:subj 学会:verb 王家:obj
3891|组长:subj 学说:verb 加工:obj
3892|古人:subj 看到:verb 集体:obj
3893|伸手:subj 拿来:verb 炮兵:obj
3894|工匠:subj 走出:verb 理性:obj
3895|古人:subj 推向:verb 一手:obj
3896|药物:subj 打开:verb 骨头:obj
3897|女人:subj 写作:verb 食物:obj
3898|矿物:subj 看成:verb 全家:obj
3899|顾客:subj 开始:verb 成员:obj
389|暗器:subj 学习:verb 画家:obj
38|区长:subj 说话:verb 民主:obj
3900|各家:subj 打着:verb 行人:obj
3901|僧人:subj 推翻:verb 后人:obj
3902|动机:subj 学历:verb 拳头:obj
3903|大人:subj 打倒:verb 文物:obj
3904|长官:subj 推荐:verb 犯人:obj
3905|新生:subj 关键:verb 人性:obj
3906|成员:subj 走私:verb 龙头:obj
3907|尸体:subj 学历:verb 街头:obj
3908|财物:subj 推向:verb 君子:obj
3909|司长:subj 说明:verb 植物:obj
390|帽子:subj 推开:verb 地主:obj
3910|急性:subj 写成:verb 私人:obj
3911|顺手:subj 关系:verb 弹性:obj
3912|一手:subj 听听:verb 记者:obj
3913|众人:subj 开出:verb 学员:obj
3914|馒头:subj 听说:verb 一手:obj
3915|富人:subj 吃饭:verb 为主:obj
3916|殖民:subj 看待:verb 男性:obj
3917|公民:subj 拿下:verb 老人:obj
3918|狮子:subj 推出:verb 大体:obj
3919|矿物:subj 看成:verb 委员:obj
391|二者:subj 说话:verb 平民:obj
3920|肚子:subj 推动:verb 土家:obj
3921|杀人:subj 看法:verb 躯体:obj
3922|老人:subj 走出:verb 用人:obj
3923|人员:subj 说来:verb 摇头:obj
3924|陌生:subj 拉开:verb 样子:obj
3925|圈子:subj 开会:verb 团长:obj
3926|挥手:subj 关联:verb 地主:obj
3927|道人:subj 看来:verb 宦官:obj
3928|他人:subj 走进:verb 理性:obj
3929|招生:subj 关心:verb 晶体:obj
392|飞机:subj 推荐:verb 前者:obj
3930|院子:subj 把握:verb 游客:obj
3931|个人:subj 打出:verb 家具:obj
3932|习性:subj 推行:verb 令人:obj
3933|团长:subj 走来:verb 打工:obj
3934|理性:subj 开门:verb 一手:obj
3935|挥手:subj 开创:verb 陶器:obj
3936|延长:subj 打断:verb 文人:obj
3937|胖子:subj 打着:verb 电器:obj
3938|仆人:subj 打败:verb 工人:obj
3939|后人:subj 走近:verb 旁人:obj
393|身体:subj 喝道:verb 财物:obj
3940|国家:subj 看出:verb 出生:obj
3941|王家:subj 学校:verb 左手:obj
3942|朋友:subj 学位:verb 拳头:obj
3943|官家:subj 看着:verb 一头:obj
3944|具体:subj 学历:verb 身体:obj
3945|家人:subj 打断:verb 电器:obj
3946|面子:subj 打扮:verb 飞机:obj
3947|队长:subj 开辟:verb 为主:obj
3948|委员:subj 关键:verb 我家:obj
3949|磕头:subj 打量:verb 孙子:obj
394|旁人:subj 推动:verb 文物:obj
3950|战机:subj 学费:verb 肚子:obj
3951|农民:subj 学派:verb 寡头:obj
3952|有人:subj 关节:verb 军官:obj
3953|筷子:subj 推开:verb 僧人:obj
3954|孩子:subj 喝酒:verb 桌子:obj
3955|肩头:subj 走上:verb 国师:obj
3956|村子:subj 学生:verb 家人:obj
3957|会长:subj 推广:verb 孩子:obj
3958|士兵:subj 打破:verb 妹子:obj
3959|主体:subj 说来:verb 会长:obj
395|读者:subj 学士:verb 民兵:obj
3960|脑子:subj 读者:verb 流体:obj
3961|转头:subj 打仗:verb 孩子:obj
3962|躯体:subj 听说:verb 诗人:obj
3963|矿物:subj 读者:verb 着手:obj
3964|男性:subj 开封:verb 船长:obj
3965|成人:subj 推荐:verb 身体:obj
3966|庭长:subj 拿出:verb 选民:obj
3967|记者:subj 学位:verb 叩头:obj
3968|嗓子:subj 学派:verb 花生:obj
3969|本性:subj 打听:verb 发生:obj
396|父子:subj 打着:verb 成人:obj
3970|木工:subj 打扮:verb 战友:obj
3971|孙子:subj 关注:verb 团长:obj
3972|公子:subj 走进:verb 州长:obj
3973|电子:subj 推荐:verb 毒性:obj
3974|朋友:subj 推出:verb 顺手:obj
3975|心头:subj 关节:verb 丫头:obj
3976|男子:subj 打死:verb 为主:obj
3977|站长:subj 学说:verb 各人:obj
3978|家具:subj 看过:verb 民兵:obj
3979|擅长:subj 说起:verb 军人:obj
397|二者:subj 学院:verb 考生:obj
3980|妹子:subj 写成:verb 平民:obj
3981|面子:subj 开工:verb 公民:obj
3982|娘子:subj 关心:verb 黑人:obj
3983|全长:subj 拿到:verb 网友:obj
3984|军人:subj 推开:verb 考生:obj
3985|母亲:subj 走向:verb 脑子:obj
3986|步兵:subj 开封:verb 全体:obj
3987|母亲:subj 听说:verb 立体:obj
3988|网友:subj 说来:verb 大人:obj
3989|家人:subj 看出:verb 胖子:obj
398|大师:subj 学员:verb 县长:obj
3990|犯人:subj 听听:verb 本人:obj
3991|陌生:subj 拿出:verb 动员:obj
3992|转头:subj 说道:verb 作物:obj
3993|朋友:subj 打死:verb 施工:obj
3994|野生:subj 喝道:verb 整体:obj
3995|夫人:subj 看待:verb 开工:obj
3996|全民:subj 打倒:verb 罢工:obj
3997|所长:subj 看法:verb 道具:obj
3998|先生:subj 看出:verb 晶体:obj
3999|心头:subj 说起:verb 骨头:obj
399|动员:subj 推广:verb 暗器:obj
39|双手:subj 学问:verb 乐器:obj
3|产生:subj 看作:verb 挥手:obj
4000|身体:subj 写下:verb 作者:obj
400|口子:subj 说来:verb 小子:obj
401|我家:subj 开会:verb 动机:obj
402|主人:subj 学术:verb 病人:obj
403|孔子:subj 听听:verb 原子:obj
404|口子:subj 看出:verb 人体:obj
405|流体:subj 走私:verb 此人:obj
406|全长:subj 说起:verb 世人:obj
407|职工:subj 走向:verb 老者:obj
408|官兵:subj 走来:verb 炮兵:obj
409|医生:subj 开放:verb 小人:obj
40|官兵:subj 打着:verb 国师:obj
410|二人:subj 走来:verb 时机:obj
411|本人:subj 写下:verb 丫头:obj
412|陌生:subj 听取:verb 种子:obj
413|人物:subj 拉开:verb 黑人:obj
414|教主:subj 说出:verb 队长:obj
415|机体:subj 走廊:verb 作者:obj
416|老者:subj 走上:verb 发生:obj
417|妹子:subj 开口:verb 手机:obj
418|司机:subj 学府:verb 患者:obj
419|武器:subj 说法:verb 动物:obj
41|舌头:subj 学历:verb 时机:obj
420|万物:subj 打出:verb 人民:obj
421|骨头:subj 推行:verb 特性:obj
422|仪器:subj 说明:verb 地主:obj
423|军人:subj 读书:verb 汉子:obj
424|椅子:subj 推动:verb 全体:obj
425|主人:subj 推开:verb 莲子:obj
426|队员:subj 喝道:verb 个体:obj
427|律师:subj 说法:verb 会员:obj
428|影子:subj 打断:verb 臣民:obj
429|离子:subj 吃饭:verb 出手:obj
42|敌人:subj 学位:verb 石头:obj
430|前者:subj 关键:verb 特性:obj
431|有机:subj 打倒:verb 父子:obj
432|仪器:subj 关节:verb 暗器:obj
433|口子:subj 推向:verb 人性:obj
434|着手:subj 说来:verb 男性:obj
435|步兵:subj 关于:verb 见长:obj
436|危机:subj 学生:verb 随手:obj
437|演员:subj 开出:verb 读者:obj
438|公主:subj 走路:verb 孩子:obj
439|省长:subj 推出:verb 法官:obj
43|君主:subj 读书:verb 桌子:obj
440|出手:subj 开展:verb 令人:obj
441|属性:subj 写道:verb 所长:obj
442|病人:subj 打开:verb 肠子:obj
443|长子:subj 开创:verb 肩头:obj
444|馒头:subj 学费:verb 额头:obj
445|好生:subj 推广:verb 人体:obj
446|乡长:subj 吃惊:verb 在家:obj
447|索性:subj 拿到:verb 全体:obj
448|群体:subj 打破:verb 居民:obj
449|富人:subj 开展:verb 总长:obj
44|镜子:subj 开辟:verb 面子:obj
450|用人:subj 开采:verb 花生:obj
451|画家:subj 看成:verb 人工:obj
452|医生:subj 走过:verb 脖子:obj
453|磕头:subj 推开:verb 民兵:obj
454|拳头:subj 跳槽:verb 肠子:obj
455|成员:subj 开口:verb 馒头:obj
456|丫头:subj 听听:verb 毒性:obj
457|肩头:subj 开展:verb 手机:obj
458|影子:subj 写作:verb 见长:obj
459|脑子:subj 写成:verb 平民:obj
45|大人:subj 打败:verb 船长:obj
460|街头:subj 说法:verb 战友:obj
461|京师:subj 吃惊:verb 低头:obj
462|所长:subj 开始:verb 处长:obj
463|一生:subj 喝道:verb 新生:obj
464|伸手:subj 开辟:verb 加工:obj
465|弹性:subj 打死:verb 无人:obj
466|嫂子:subj 打扮:verb 学生:obj
467|随机:subj 开设:verb 具体:obj
468|肩头:subj 打发:verb 帮主:obj
469|船长:subj 说法:verb 镜子:obj
46|飞机:subj 看作:verb 旅客:obj
470|死者:subj 学者:verb 种子:obj
471|龙头:subj 开来:verb 道人:obj
472|长官:subj 喝酒:verb 部长:obj
473|尸体:subj 看出:verb 武器:obj
474|架子:subj 打破:verb 晶体:obj
475|器官:subj 读书:verb 前者:obj
476|君主:subj 走私:verb 校长:obj
477|山头:subj 打扮:verb 个体:obj
478|加工:subj 说完:verb 索性:obj
479|议员:subj 走出:verb 人人:obj
47|宦官:subj 听到:verb 植物:obj
480|暗器:subj 把握:verb 村子:obj
481|老者:subj 学会:verb 工人:obj
482|特性:subj 走廊:verb 军官:obj
483|学生:subj 关键:verb 事物:obj
484|动物:subj 开会:verb 男性:obj
485|娘子:subj 说起:verb 乐器:obj
486|皇家:subj 听见:verb 诗人:obj
487|固体:subj 学费:verb 罢工:obj
488|亲兵:subj 说法:verb 屋子:obj
489|对手:subj 开封:verb 夫人:obj
48|分子:subj 吃惊:verb 队长:obj
490|实物:subj 听取:verb 儿子:obj
491|回头:subj 打扮:verb 处长:obj
492|点头:subj 说话:verb 狮子:obj
493|清兵:subj 开始:verb 文人:obj
494|船长:subj 把握:verb 律师:obj
495|产物:subj 看见:verb 站长:obj
496|村民:subj 关心:verb 各家:obj
497|党员:subj 拿来:verb 暗器:obj
498|一头:subj 听听:verb 总体:obj
499|礼物:subj 关键:verb 成员:obj
49|球员:subj 关闭:verb 文人:obj
4|骑兵:subj 走来:verb 两家:obj
500|医生:subj 开会:verb 个性:obj
501|旁人:subj 喝酒:verb 职工:obj
502|肩头:subj 学科:verb 君子:obj
503|财物:subj 写成:verb 肠子:obj
504|日子:subj 看来:verb 处长:obj
505|脑子:subj 听见:verb 炮兵:obj
506|市长:subj 推出:verb 脖子:obj
507|面子:subj 拿到:verb 各家:obj
508|屋子:subj 推开:verb 慢性:obj
509|电器:subj 吃惊:verb 他家:obj
50|气体:subj 推送:verb 区长:obj
510|心头:subj 吃惊:verb 清兵:obj
511|军长:subj 学问:verb 官兵:obj
512|心头:subj 开国:verb 增长:obj
513|区长:subj 走廊:verb 好生:obj
514|点头:subj 看见:verb 师长:obj
515|人生:subj 看成:verb 媒体:obj
516|脖子:subj 说话:verb 男子:obj
517|网友:subj 写下:verb 公子:obj
518|总长:subj 关键:verb 团体:obj
519|道具:subj 推送:verb 土家:obj
51|男子:subj 写道:verb 原子:obj
520|最长:subj 开出:verb 药物:obj
521|延长:subj 吃惊:verb 居民:obj
522|这家:subj 看看:verb 最长:obj
523|全民:subj 听听:verb 老子:obj
524|亲兵:subj 打死:verb 病人:obj
525|考生:subj 看见:verb 诞生:obj
526|药物:subj 吃惊:verb 道人:obj
527|公主:subj 走路:verb 行者:obj
528|成人:subj 吃饭:verb 读者:obj
529|一头:subj 看成:verb 架子:obj
52|老者:subj 吃饭:verb 摇头:obj
530|部长:subj 学科:verb 华人:obj
531|老子:subj 开出:verb 群体:obj
532|面子:subj 打发:verb 飞机:obj
533|汉人:subj 说来:verb 地主:obj
534|军师:subj 走来:verb 县长:obj
535|分工:subj 开来:verb 队长:obj
536|处长:subj 打着:verb 产物:obj
537|躯体:subj 学府:verb 架子:obj
538|平民:subj 走上:verb 黄家:obj
539|点头:subj 走私:verb 立体:obj
53|主体:subj 打仗:verb 招生:obj
540|延长:subj 推广:verb 回头:obj
541|每人:subj 学士:verb 客人:obj
542|为主:subj 打着:verb 门人:obj
543|动机:subj 开会:verb 尸体:obj
544|妹子:subj 推动:verb 打工:obj
545|娘子:subj 开放:verb 下手:obj
546|矿物:subj 开辟:verb 院长:obj
547|军民:subj 看来:verb 植物:obj
548|在家:subj 写成:verb 地主:obj
549|会长:subj 关心:verb 全家:obj
54|殖民:subj 开封:verb 女人:obj
550|房子:subj 开放:verb 公民:obj
551|势头:subj 拿下:verb 全家:obj
552|擅长:subj 打仗:verb 居民:obj
553|镜子:subj 开设:verb 磕头:obj
554|天体:subj 说法:verb 行人:obj
555|国师:subj 喝酒:verb 会长:obj
556|液体:subj 关键:verb 先生:obj
557|议员:subj 打破:verb 臣民:obj
558|工人:subj 说话:verb 军师:obj
559|文物:subj 拿来:verb 网友:obj
55|委员:subj 学员:verb 客人:obj
560|父亲:subj 学院:verb 部长:obj
561|后者:subj 说道:verb 本性:obj
562|地主:subj 开出:verb 人民:obj
563|桌子:subj 学士:verb 个性:obj
564|人家:subj 看待:verb 他家:obj
565|全民:subj 开口:verb 刊物:obj
566|弹性:subj 推荐:verb 屋子:obj
567|兵器:subj 开发:verb 二人:obj
568|食物:subj 打倒:verb 医生:obj
569|别人:subj 推行:verb 平民:obj
56|一生:subj 开门:verb 人家:obj
570|武器:subj 学问:verb 后人:obj
571|总长:subj 拿来:verb 人家:obj
572|花生:subj 拿到:verb 银子:obj
573|左手:subj 听听:verb 职工:obj
574|这家:subj 推动:verb 古人:obj
575|女性:subj 关节:verb 学者:obj
576|父亲:subj 开封:verb 总长:obj
577|码头:subj 拿下:verb 椅子:obj
578|乘机:subj 听取:verb 飞机:obj
579|有机:subj 关节:verb 两家:obj
57|小子:subj 开拓:verb 职工:obj
580|庭长:subj 开拓:verb 公主:obj
581|宦官:subj 开发:verb 朋友:obj
582|圈子:subj 学问:verb 臣民:obj
583|筷子:subj 拿下:verb 胡子:obj
584|州长:subj 打死:verb 每人:obj
585|高手:subj 写下:verb 擅长:obj
586|习性:subj 开始:verb 脖子:obj
587|一手:subj 开会:verb 有人:obj
588|大人:subj 走向:verb 王家:obj
589|太子:subj 学科:verb 骨头:obj
58|食物:subj 推开:verb 首长:obj
590|成长:subj 说话:verb 胡子:obj
591|作者:subj 走近:verb 先生:obj
592|礼物:subj 拿来:verb 身子:obj
593|手机:subj 关于:verb 后人:obj
594|敌人:subj 关节:verb 开工:obj
595|长官:subj 走廊:verb 队长:obj
596|弟子:subj 走近:verb 民主:obj
597|处长:subj 学员:verb 亲兵:obj
598|皇家:subj 打败:verb 肚子:obj
599|世人:subj 学会:verb 工人:obj
59|女人:subj 看成:verb 公主:obj
5|作家:subj 开出:verb 无人:obj
600|帽子:subj 推动:verb 镜子:obj
601|新生:subj 推向:verb 双手:obj
602|馒头:subj 看成:verb 别人:obj
603|固体:subj 看过:verb 天子:obj
604|镇长:subj 开工:verb 地主:obj
605|气体:subj 打开:verb 选手:obj
606|机器:subj 读书:verb 成长:obj
607|顾客:subj 关心:verb 村民:obj
608|诗人:subj 打仗:verb 慢性:obj
609|低头:subj 开发:verb 老者:obj
60|对手:subj 走私:verb 汉人:obj
610|司长:subj 开出:verb 此人:obj
611|军民:subj 吃惊:verb 嗓子:obj
612|躯体:subj 抓住:verb 左手:obj
613|玩具:subj 学院:verb 医生:obj
614|立体:subj 听到:verb 武器:obj
615|司机:subj 说来:verb 国家:obj
616|人员:subj 打扮:verb 市民:obj
617|作物:subj 学校:verb 帮主:obj
618|有机:subj 打出:verb 移民:obj
619|随手:subj 听见:verb 陶器:obj
61|作物:subj 开采:verb 双手:obj
620|本人:subj 打死:verb 桌子:obj
621|死者:subj 喝道:verb 诞生:obj
622|产生:subj 学科:verb 胡子:obj
623|游客:subj 学科:verb 玩具:obj
624|军师:subj 推动:verb 丫头:obj
625|教主:subj 开支:verb 读者:obj
626|球员:subj 学科:verb 立体:obj
627|媒体:subj 推行:verb 离子:obj
628|高手:subj 走来:verb 大人:obj
629|华人:subj 走向:verb 科长:obj
62|集体:subj 开工:verb 物体:obj
630|团子:subj 推出:verb 动物:obj
631|父子:subj 走向:verb 夫人:obj
632|病人:subj 写作:verb 丫头:obj
633|公子:subj 推广:verb 道人:obj
634|游客:subj 关联:verb 夫人:obj
635|船长:subj 走进:verb 团子:obj
636|骨头:subj 开发:verb 成人:obj
637|两家:subj 走廊:verb 抬头:obj
638|老者:subj 吃惊:verb 亲兵:obj
639|别人:subj 开门:verb 势头:obj
63|皇家:subj 学会:verb 总体:obj
640|地主:subj 开工:verb 总体:obj
641|会长:subj 听说:verb 帮主:obj
642|民主:subj 学问:verb 石头:obj
643|人家:subj 看出:verb 有机:obj
644|死者:subj 学生:verb 人生:obj
645|犯人:subj 拿出:verb 架子:obj
646|身子:subj 开采:verb 黑人:obj
647|古人:subj 学校:verb 着手:obj
648|心头:subj 关键:verb 居民:obj
649|病人:subj 学位:verb 人生:obj
64|地主:subj 关联:verb 帮主:obj
650|筷子:subj 推动:verb 成员:obj
651|固体:subj 推动:verb 记者:obj
652|师长:subj 走来:verb 右手:obj
653|山头:subj 开拓:verb 家具:obj
654|大师:subj 写下:verb 区长:obj
655|面子:subj 学员:verb 乐器:obj
656|男人:subj 打倒:verb 君子:obj
657|桌子:subj 打击:verb 男子:obj
658|二人:subj 看见:verb 念头:obj
659|延长:subj 说来:verb 男人:obj
65|顺手:subj 开来:verb 孔子:obj
660|清兵:subj 吃惊:verb 固体:obj
661|这家:subj 关节:verb 器官:obj
662|整体:subj 学习:verb 官兵:obj
663|孔子:subj 听到:verb 法子:obj
664|人员:subj 学者:verb 部长:obj
665|两家:subj 写下:verb 机体:obj
666|施工:subj 打败:verb 官家:obj
667|顾客:subj 开支:verb 球员:obj
668|团长:subj 学历:verb 危机:obj
669|个性:subj 打开:verb 念头:obj
66|丫头:subj 听取:verb 用人:obj
670|公主:subj 学历:verb 小人:obj
671|民主:subj 打工:verb 犯人:obj
672|站长:subj 推出:verb 胆子:obj
673|臣民:subj 开出:verb 机体:obj
674|日子:subj 开创:verb 机体:obj
675|身体:subj 学历:verb 女子:obj
676|儿子:subj 推进:verb 公子:obj
677|宦官:subj 开工:verb 每人:obj
678|使者:subj 学问:verb 外长:obj
679|官家:subj 写道:verb 货物:obj
67|日子:subj 打扮:verb 前者:obj
680|公主:subj 开拓:verb 学员:obj
681|万家:subj 拿来:verb 街头:obj
682|发生:subj 打算:verb 擅长:obj
683|网友:subj 推行:verb 后人:obj
684|议员:subj 学府:verb 银子:obj
685|儒家:subj 看看:verb 老师:obj
686|士兵:subj 打仗:verb 特性:obj
687|校长:subj 拉开:verb 行者:obj
688|大家:subj 开放:verb 全体:obj
689|招生:subj 开辟:verb 门人:obj
68|人工:subj 看法:verb 个性:obj
690|人生:subj 走进:verb 特性:obj
691|道具:subj 看过:verb 女人:obj
692|屋子:subj 学士:verb 为主:obj
693|长官:subj 说起:verb 招生:obj
694|舌头:subj 打仗:verb 随机:obj
695|木工:subj 走上:verb 黑人:obj
696|化工:subj 开会:verb 开工:obj
697|无人:subj 学院:verb 增长:obj
698|用人:subj 学者:verb 公子:obj
699|律师:subj 看过:verb 下手:obj
69|用人:subj 关于:verb 财物:obj
6|委员:subj 说明:verb 抬头:obj
700|工匠:subj 看着:verb 军长:obj
701|官家:subj 学士:verb 老者:obj
702|高手:subj 学员:verb 用人:obj
703|额头:subj 走路:verb 他人:obj
704|食物:subj 开封:verb 嗓子:obj
705|一家:subj 看过:verb 脑子:obj
706|新生:subj 说道:verb 手机:obj
707|世人:subj 走上:verb 孔子:obj
708|伸手:subj 学院:verb 各人:obj
709|骑兵:subj 抓住:verb 厂长:obj
70|法官:subj 看着:verb 丫头:obj
710|理性:subj 看出:verb 肚子:obj
711|网友:subj 听取:verb 流体:obj
712|旅客:subj 学习:verb 口子:obj
713|口子:subj 开拓:verb 转头:obj
714|回头:subj 学生:verb 生长:obj
715|躯体:subj 推广:verb 画家:obj
716|两者:subj 说法:verb 大体:obj
717|道人:subj 走来:verb 人体:obj
718|有机:subj 开封:verb 化工:obj
719|省长:subj 开口:verb 敌人:obj
71|患者:subj 听听:verb 电器:obj
720|武器:subj 开设:verb 华人:obj
721|师长:subj 写成:verb 记者:obj
722|汉子:subj 看成:verb 团子:obj
723|士兵:subj 打扮:verb 民兵:obj
724|使者:subj 看出:verb 文人:obj
725|人民:subj 学费:verb 游客:obj
726|公子:subj 拉开:verb 人性:obj
727|人民:subj 推进:verb 左手:obj
728|院子:subj 学习:verb 司长:obj
729|公子:subj 听到:verb 漫长:obj
72|亲兵:subj 推广:verb 队员:obj
730|大人:subj 开封:verb 武器:obj
731|农民:subj 关心:verb 帽子:obj
732|嗓子:subj 说话:verb 具体:obj
733|出生:subj 学士:verb 司机:obj
734|委员:subj 写道:verb 臣民:obj
735|施工:subj 推送:verb 公子:obj
736|夫人:subj 开放:verb 众人:obj
737|富人:subj 开放:verb 媒体:obj
738|着手:subj 说道:verb 读者:obj
739|男子:subj 打仗:verb 官家:obj
73|人体:subj 说起:verb 磕头:obj
740|药物:subj 学科:verb 总长:obj
741|学生:subj 打死:verb 鼻子:obj
742|公民:subj 推出:verb 嗓子:obj
743|具体:subj 说明:verb 古人:obj
744|电子:subj 推向:verb 媒体:obj
745|犯人:subj 关节:verb 人家:obj
746|漫长:subj 打仗:verb 战机:obj
747|夫人:subj 推出:verb 名人:obj
748|鼻子:subj 说完:verb 考生:obj
749|帮主:subj 关键:verb 战友:obj
74|施工:subj 推动:verb 臣民:obj
750|国家:subj 推送:verb 一头:obj
751|顺手:subj 看来:verb 先生:obj
752|回头:subj 打出:verb 局长:obj
753|县长:subj 推荐:verb 圈子:obj
754|平民:subj 跳槽:verb 见长:obj
755|公子:subj 抓住:verb 习性:obj
756|种子:subj 拿来:verb 万家:obj
757|军师:subj 走来:verb 脑子:obj
758|随机:subj 走路:verb 双手:obj
759|画家:subj 学问:verb 处长:obj
75|大师:subj 看来:verb 工匠:obj
760|一体:subj 开拓:verb 势头:obj
761|患者:subj 推行:verb 员工:obj
762|世人:subj 看作:verb 职工:obj
763|有机:subj 学士:verb 诞生:obj
764|躯体:subj 打听:verb 骑兵:obj
765|寡头:subj 学科:verb 政体:obj
766|样子:subj 打出:verb 柱子:obj
767|丫头:subj 学生:verb 病人:obj
768|各人:subj 拿来:verb 筷子:obj
769|后人:subj 推出:verb 机体:obj
76|狮子:subj 推向:verb 石头:obj
770|老者:subj 开放:verb 每人:obj
771|各人:subj 走私:verb 发生:obj
772|女性:subj 打开:verb 会员:obj
773|面子:subj 打死:verb 诗人:obj
774|议员:subj 写成:verb 身子:obj
775|诗人:subj 开通:verb 男性:obj
776|妇人:subj 开展:verb 工人:obj
777|理性:subj 拉开:verb 急性:obj
778|银子:subj 看作:verb 下手:obj
779|军长:subj 推广:verb 长子:obj
77|儿子:subj 看出:verb 土家:obj
780|房子:subj 推出:verb 打工:obj
781|校长:subj 学习:verb 种子:obj
782|圈子:subj 推翻:verb 叶子:obj
783|儿子:subj 看待:verb 儒家:obj
784|别人:subj 推出:verb 民兵:obj
785|弟子:subj 学术:verb 擅长:obj
786|科长:subj 开拓:verb 委员:obj
787|主体:subj 学问:verb 暗器:obj
788|码头:subj 开会:verb 本性:obj
789|摇头:subj 看来:verb 势头:obj
78|着手:subj 推行:verb 索性:obj
790|个性:subj 开封:verb 离子:obj
791|有人:subj 开发:verb 主体:obj
792|出手:subj 学员:verb 汉人:obj
793|乘机:subj 走出:verb 莲子:obj
794|炮兵:subj 看来:verb 君主:obj
795|船长:subj 读者:verb 球员:obj
796|队员:subj 推翻:verb 增长:obj
797|狮子:subj 开支:verb 孙子:obj
798|穷人:subj 关心:verb 法子:obj
799|司长:subj 开拓:verb 仆人:obj
79|特性:subj 跳槽:verb 媒体:obj
7|出生:subj 学位:verb 平民:obj
800|木工:subj 开拓:verb 文物:obj
801|食物:subj 看待:verb 自家:obj
802|种子:subj 写下:verb 为主:obj
803|两者:subj 看着:verb 汉子:obj
804|村子:subj 看待:verb 生物:obj
805|总长:subj 开发:verb 成员:obj
806|狮子:subj 打量:verb 团子:obj
807|招生:subj 学府:verb 全体:obj
808|他人:subj 关系:verb 陌生:obj
809|使者:subj 看作:verb 战友:obj
80|弹性:subj 关节:verb 脖子:obj
810|增长:subj 听听:verb 道人:obj
811|大人:subj 听取:verb 电器:obj
812|人人:subj 走路:verb 房子:obj
813|太子:subj 走出:verb 叩头:obj
814|在家:subj 开发:verb 令人:obj
815|街头:subj 学术:verb 有人:obj
816|加工:subj 读者:verb 回家:obj
817|战友:subj 开封:verb 员工:obj
818|一家:subj 读书:verb 公子:obj
819|莲子:subj 推进:verb 文物:obj
81|朋友:subj 开放:verb 仪器:obj
820|低头:subj 看见:verb 加工:obj
821|局长:subj 学士:verb 好生:obj
822|军长:subj 听见:verb 眉头:obj
823|摇头:subj 推开:verb 镜子:obj
824|嫂子:subj 开采:verb 样子:obj
825|军师:subj 学会:verb 气体:obj
826|全家:subj 关键:verb 一生:obj
827|道人:subj 说出:verb 清兵:obj
828|名人:subj 开辟:verb 军师:obj
829|人物:subj 开采:verb 柱子:obj
82|考生:subj 开来:verb 僧人:obj
830|擅长:subj 学校:verb 儿子:obj
831|固体:subj 关于:verb 夫人:obj
832|作家:subj 读者:verb 手机:obj
833|骑兵:subj 看出:verb 延长:obj
834|古人:subj 读者:verb 选民:obj
835|拳头:subj 关于:verb 君主:obj
836|成长:subj 打工:verb 胆子:obj
837|先生:subj 打算:verb 拳头:obj
838|一家:subj 打量:verb 增长:obj
839|高手:subj 学会:verb 开工:obj
83|心头:subj 学校:verb 桌子:obj
840|个性:subj 开封:verb 工匠:obj
841|行者:subj 关心:verb 产物:obj
842|专家:subj 推送:verb 筷子:obj
843|县长:subj 走来:verb 殖民:obj
844|抬头:subj 学费:verb 科长:obj
845|师长:subj 推荐:verb 口子:obj
846|团体:subj 关节:verb 木工:obj
847|议员:subj 学问:verb 网友:obj
848|老子:subj 推送:verb 额头:obj
849|石头:subj 说明:verb 世人:obj
84|公民:subj 吃饭:verb 选手:obj
850|法官:subj 走来:verb 各人:obj
851|会长:subj 看着:verb 先生:obj
852|丫头:subj 学者:verb 团长:obj
853|男子:subj 开拓:verb 老子:obj
854|部长:subj 读书:verb 尸体:obj
855|教主:subj 开创:verb 公主:obj
856|女性:subj 关系:verb 穷人:obj
857|出手:subj 打断:verb 两者:obj
858|立体:subj 说来:verb 分子:obj
859|大体:subj 开来:verb 军官:obj
85|胆子:subj 看看:verb 理性:obj
860|拳头:subj 学位:verb 工具:obj
861|军长:subj 喝酒:verb 作者:obj
862|员工:subj 说来:verb 在家:obj
863|礼物:subj 看过:verb 老师:obj
864|理性:subj 关键:verb 笔者:obj
865|对手:subj 学科:verb 妇人:obj
866|家具:subj 打算:verb 危机:obj
867|敌人:subj 打听:verb 个体:obj
868|念头:subj 关闭:verb 个人:obj
869|总体:subj 走近:verb 危机:obj
86|随手:subj 学历:verb 司机:obj
870|动机:subj 走廊:verb 这家:obj
871|臣民:subj 写道:verb 产生:obj
872|本性:subj 看看:verb 打工:obj
873|码头:subj 开封:verb 原子:obj
874|女性:subj 推送:verb 食物:obj
875|团长:subj 看着:verb 小子:obj
876|馒头:subj 关节:verb 工具:obj
877|笔者:subj 开发:verb 公子:obj
878|部长:subj 走近:verb 顺手:obj
879|太子:subj 开拓:verb 国家:obj
87|尸体:subj 看着:verb 口子:obj
880|双手:subj 说法:verb 炮兵:obj
881|礼物:subj 关节:verb 京师:obj
882|集体:subj 学者:verb 各人:obj
883|党员:subj 说话:verb 政体:obj
884|成员:subj 关节:verb 眉头:obj
885|馒头:subj 走廊:verb 医生:obj
886|叩头:subj 打击:verb 左手:obj
887|此人:subj 打死:verb 乐器:obj
